Track;Artist;Album;Year;Tempo;Duration_Min;Genre;Popularity;ArtistID;GenreID;TimeID
Magenta Riddim;DJ Snake;Carte Blanche;2018;102047;32415;Deep House;60;30;5;27
Middle;DJ Snake;Encore;2016;104879;3,67622E+16;Deep House;75;30;5;25
Paris (feat. GASHI);DJ Snake;Carte Blanche;2019;12804;375;Tech House;38;30;1;28
Taki Taki (with Selena Gomez, Ozuna & Cardi B);DJ Snake;Taki Taki (with Selena Gomez, Ozuna & Cardi B);2018;95881;3,54167E+16;Downtempo;72;30;7;27
Teka (with Peso Pluma);DJ Snake;Teka (with Peso Pluma);2024;126105;273015;Future House;79;30;3;33
Turn Down for What;DJ Snake;Turn Down for What;2013;100014;3,56222E+16;Deep House;70;30;5;22
You Know You Like It;DJ Snake;You Know You Like It;2014;196093;41211;Hardstyle/Hardcore;70;30;4;23
Beyond the Fire;Don Diablo;Beyond the Fire;2019;115968;3,81033E+16;House;60;31;8;28
Children Of A Miracle - Don Diablo VIP Mix;Don Diablo;Children Of A Miracle (Don Diablo VIP Mix);2017;126138;3,22478E+16;Future House;16;31;3;26
Cutting Shapes;Don Diablo;Past.Present.Future.;2015;125826;2,98412E+16;Future House;50;31;3;24
Momentum;Don Diablo;Momentum;2018;126071;2,81673E+16;Future House;38;31;3;27
On My Mind - Radio Edit;Don Diablo;Past.Present.Future.;2018;125986;311475;Future House;49;31;3;27
Save A Little Love;Don Diablo;FUTURE (Deluxe Edition);2018;122013;3,38217E+16;House;38;31;8;27
You Can't Change Me;Don Diablo;You Can't Change Me;2016;123796;311975;Future House;5;31;3;25
I Got U;Duke Dumont;EP1;2014;120837;4,75993E+16;House;60;32;8;23
Let Me Go;Duke Dumont;Duality;2015;128011;610195;Tech House;34;32;1;24
Melt;Duke Dumont;Blasé Boys Club (Pt. 1);2016;127977;4,61822E+16;Future House;52;32;3;25
Need U (100%) (feat. A*M*E) - Radio Edit;Duke Dumont;Need U (100%) (feat. A*M*E) [Remixes];2013;124031;2,90202E+16;Future House;56;32;3;22
Ocean Drive;Duke Dumont;Ocean Drive;2015;115026;3,43867E+16;House;68;32;8;24
Red Light Green Light - For Club Play Only, Pt. 6;Duke Dumont;Red Light Green Light (For Club Play Only, Pt. 6);2014;124005;3,52013E+16;Future House;58;32;3;23
The Giver (Reprise);Duke Dumont;The Giver (Reprise);2014;122742;32626;House;39;32;8;23
Therapy;Duke Dumont;Duality;2016;125986;36746;Future House;45;32;3;25
Won't Look Back;Duke Dumont;Won’t Look Back;2014;124007;450225;Future House;56;32;3;23
Angel (feat. Dante Leon);DVBBS;Angel (feat. Dante Leon);2019;128031;3,49418E+16;Tech House;32;33;1;28
Deja Vu (feat. Delora) - Radio Edit;DVBBS;Deja Vu (feat. Delora);2015;12799;37727;Future House;25;33;3;24
Need U;DVBBS;Nothing To See Here;2016;114994;3,65867E+16;Deep House;35;33;5;25
Raveology;DVBBS;Raveology;2014;12798;4,37523E+16;Future House;29;33;3;23
This Is Dirty;DVBBS;This Is Dirty;2013;128073;4,92968E+16;Tech House;39;33;1;22
Tsunami;DVBBS;Tsunami;2012;128026;39451;Tech House;66;33;1;21
White Clouds;DVBBS;White Clouds;2013;127949;4,82013E+16;Future House;23;33;3;22
Call On Me - Radio Edit;Eric Prydz;Call On Me;2004;126257;2,82377E+16;Future House;60;34;3;13
Every Day;Eric Prydz;Opus;2015;125988;7,24443E+16;Future House;51;34;3;24
Generate;Eric Prydz;Opus;2016;127;71851;Future House;46;34;3;25
Liberate;Eric Prydz;Liberate;2014;127005;5,22313E+16;Future House;46;34;3;23
Niton (The Reason);Eric Prydz;Niton (The Reason);2009;127981;8,08667E+15;Future House;24;34;3;18
Opus;Eric Prydz;Opus;2016;125156;905755;Future House;60;34;3;25
Pjanoo - Radio Edit;Eric Prydz;Pjanoo;2008;125986;2,62377E+16;Future House;47;34;3;17
Proper Education - Radio Edit;Eric Prydz;Proper Education - EP;2007;124938;330945;Future House;53;34;3;16
Build It Up, Tear It Down;Fatboy Slim;You've Come A Long Way Baby;2004;144616;5,09067E+16;Trance;21;35;6;13
Don't Let The Man Get You Down;Fatboy Slim;The Greatest Hits: Why Try Harder;2004;84772;3,30177E+16;Downtempo;30;35;7;13
Gangster Trippin;Fatboy Slim;You've Come A Long Way Baby;1998;101731;5,33422E+16;Deep House;35;35;5;7
Going Out Of My Head;Fatboy Slim;The Greatest Hits: Why Try Harder;1998;132621;3714;Techno;22;35;2;7
Kalifornia;Fatboy Slim;You've Come A Long Way Baby;1999;131642;589;Tech House;24;35;1;8
Praise You;Fatboy Slim;You've Come A Long Way Baby;1999;109716;5,38733E+16;Deep House;56;35;5;8
Right Here, Right Now;Fatboy Slim;You've Come A Long Way Baby;1999;124708;6,46177E+16;Future House;49;35;3;8
The Rockafeller Skank;Fatboy Slim;You've Come A Long Way Baby;1998;152596;6898;Hardstyle/Hardcore;52;35;4;7
Weapon Of Choice;Fatboy Slim;The Greatest Hits: Why Try Harder;2004;195972;366355;Hardstyle/Hardcore;50;35;4;13
"Wonderful Night - Radio Edit;; Explicit";Fatboy Slim;Wonderful Night;2004;159914;2,76867E+16;Hardstyle/Hardcore;35;35;4;13
Drop The Game;Flume;Lockjaw;2013;7893;3,69823E+16;Downtempo;65;36;7;22
Helix;Flume;Skin;2019;144942;3,50412E+16;Trance;31;36;6;28
Holdin On;Flume;Flume;2016;90033;2,57357E+16;Downtempo;55;36;7;25
HyperParadise - Flume Remix;Flume;Flume: Deluxe Edition;2013;145001;4,44212E+16;Trance;48;36;6;22
Never Be Like You (feat. Kai);Flume;Skin;2016;119834;391515;House;66;36;8;25
On Top (feat. T-Shirt);Flume;Flume;2016;92533;3,85177E+16;Downtempo;50;36;7;25
Rushing Back (feat. Vera Blue);Flume;Rushing Back (feat. Vera Blue);2019;136047;386105;Techno;60;36;2;28
Say It - Illenium Remix;Flume;Skin: The Remixes;2019;149681;4,45333E+16;Trance;57;36;6;28
Sleepless feat. Jezzabell Doran;Flume;Flume;2016;175132;34896;Hardstyle/Hardcore;54;36;4;25
The Difference;Flume;The Difference;2020;159963;23277;Hardstyle/Hardcore;69;36;4;29
Bass Cannon;Flux Pavilion;Bass Cannon;2011;139974;51591;Techno;45;37;2;20
Better Off;Flux Pavilion;Better Off;2017;14309;293575;Trance;48;37;6;26
Daydreamer (feat. Example) - Radio Edit;Flux Pavilion;Daydreamer (feat. Example);2017;141349;354955;Trance;33;37;6;26
Do or Die (feat. Childish Gambino);Flux Pavilion;Blow the Roof;2015;145146;4,08483E+16;Trance;43;37;6;24
Got 2 Know;Flux Pavilion;Got 2 Know / Normalize;2013;139933;5,83497E+16;Techno;36;37;2;22
I Can't Stop;Flux Pavilion;I Can't Stop;2010;139972;5,09642E+16;Techno;53;37;2;19
OneTwoThree - Make Your Body Wanna;Flux Pavilion;Blow the Roof;2015;140081;41458;Trance;21;37;6;24
Starlight;Flux Pavilion;Blow the Roof;2012;140006;4,18252E+16;Trance;27;37;6;21
Survive;Flux Pavilion;.Wav;2019;150031;33604;Hardstyle/Hardcore;29;37;4;28
BANG BANG! (My Neurodivergent Anthem);Galantis;Pop Sanctuary;2022;124025;2,78483E+16;Future House;0;38;3;31
Emoji;Galantis;Emoji;2019;121935;2,53048E+16;House;33;38;8;28
Firebird;Galantis;Pharmacy;2016;128018;4138;Tech House;44;38;1;25
Gold Dust;Galantis;Pharmacy;2015;127997;3,90423E+16;Future House;44;38;3;24
Hunter - Galantis & Misha K VIP Remix;Galantis;Hunter (Remixes);2016;104992;2,91603E+16;Deep House;33;38;5;25
In My Head;Galantis;Pharmacy;2019;127829;3,68442E+16;Future House;44;38;3;28
Love on Me;Galantis;The Aviary;2016;12418;34171;Future House;52;38;3;25
No Money;Galantis;No Money;2016;12601;31521;Future House;65;38;3;25
Peanut Butter Jelly;Galantis;Pharmacy;2015;12796;338555;Future House;64;38;3;24
Runaway (U & I);Galantis;Pharmacy;2014;126008;378455;Future House;76;38;3;23
All That You Need (feat. Caroline Byrne);Gorgon City;Breathe You In (feat. NORTH);2015;128005;29591;Tech House;28;39;1;24
Are You Feeling It Too?;Gorgon City;Reverie;2016;127993;450555;Future House;52;39;3;25
Dreaming;Gorgon City;Reverie;2015;126036;3678;Future House;56;39;3;24
Never Let Me Down;Gorgon City;Olympia;2018;123965;308555;Future House;38;39;3;27
Voodoo;Gorgon City;Salvation;2014;129019;3,56867E+16;Tech House;63;39;1;23
Waiting For The Right Time;Gorgon City;Olympia;2020;123974;4,98822E+16;Future House;27;39;3;29
You've Done Enough;Gorgon City;You’ve Done Enough;2016;125052;35591;Future House;49;39;3;25
A Fine Way to Die;GRiZ;Say It Loud;2020;102985;6,68303E+16;Deep House;37;40;5;29
Good Times Roll;GRiZ;Good Will Prevail;2016;100012;4,08047E+16;Deep House;44;40;5;25
SAXORiDDiM;GRiZ;SAXORiDDiM;2019;140066;314285;Trance;47;40;6;28
The Anthem;GRiZ;Say It Loud;2016;102983;48246;Deep House;29;40;5;25
All You Need To Know (feat. Calle Lehmann) - SampliFire & Ivory Remix;Gryffin;All You Need To Know (feat. Calle Lehmann) [The Remixes];2019;15017;367315;Hardstyle/Hardcore;16;41;4;28
Bye Bye (feat. Ivy Adara);Gryffin;Gravity;2020;148017;350585;Trance;49;41;6;29
Colors (with Eyelar);Gryffin;Alive;2018;174037;3,86387E+16;Hardstyle/Hardcore;41;41;4;27
Feel Good (with Daya);Gryffin;Feel Good (with Daya);2018;138064;4,13593E+15;Techno;63;41;2;27
Heading Home;Gryffin;Heading Home;2014;118076;45191;House;47;41;8;23
Love In Ruins (feat. Sinead Harnett);Gryffin;Love In Ruins (feat. Sinead Harnett);2019;122035;43093;House;40;41;8;28
Need Your Love (with Noah Kahan);Gryffin;Gravity;2022;104099;3,42977E+16;Deep House;57;41;5;31
Remember (with ZOHARA);Gryffin;Gravity;2018;123002;3,68548E+16;Future House;49;41;3;27
Tie Me Down (with Elley Duhé);Gryffin;Tie Me Down (with Elley Duhé);2019;98932;363825;Downtempo;58;41;7;28
Winnebago (feat. Quinn XCII & Daniel Wilson);Gryffin;Winnebago (feat. Quinn XCII & Daniel Wilson);2018;147959;2,99893E+16;Trance;47;41;6;27
Apollo;Hardwell;I Am Hardwell (Original Soundtrack);2012;128076;3,49608E+16;Tech House;53;42;1;21
Countdown - Original Mix;Hardwell;Countdown;2011;128015;4,64062E+16;Tech House;34;42;1;20
Dare You (feat. Matthew Koma) - Radio Edit;Hardwell;Dare You (Radio Edit) (feat. Matthew Koma);2014;127894;3,64067E+16;Future House;31;42;3;23
Echo (feat. Jonathan Mendelsohn);Hardwell;United We Are;2015;129975;513845;Tech House;31;42;1;24
Everybody Is In The Place;Hardwell;Everybody Is In The Place;2016;13005;28616;Tech House;25;42;1;25
Mad World;Hardwell;Mad World;2013;128065;3,51172E+16;Tech House;43;42;1;22
Run Wild;Hardwell;10's Best Dance Top 50 (Volume 1);2014;130095;40923;Tech House;39;42;1;23
Spaceman;Hardwell;Spaceman;2012;127983;30608;Future House;42;42;3;21
XTC;Hardwell;XTC;2019;140065;294285;Trance;56;42;6;28
Colors (feat. Tatu);Headhunterz;Colors (feat. Tatu);2013;149991;3,37333E+16;Trance;45;43;6;22
Dragonborn part 3 (Oceans Apart);Headhunterz;Dragonborn part 3 (Oceans Apart) [feat. Sian Evans];2013;149673;3,50272E+16;Trance;44;43;6;22
From Within - Original Mix;Headhunterz;From Within / The Message Is Hardstyle;2012;74994;6,03117E+16;Downtempo;23;43;7;21
Psychedelic;Headhunterz;Studio Sessions;2014;150001;4,45338E+15;Hardstyle/Hardcore;37;43;4;23
The Power of the Mind (Qlimax Anthem 2007);Headhunterz;The Power of the Mind (Qlimax Anthem 2007);2007;149963;5,48017E+16;Trance;35;43;6;16
The Sacrifice;Headhunterz;The Best of Headhunterz;2013;141963;5,71033E+16;Trance;30;43;6;22
Tonight - Alpha2 RMX;Headhunterz;Tonight (Alpha2 RMX);2012;150047;5,97333E+16;Hardstyle/Hardcore;36;43;4;21
We Control The Sound;Headhunterz;We Control The Sound;2011;130103;5,48903E+16;Tech House;25;43;1;20
Crawl Outta Love;ILLENIUM;Awake;2017;84139;4,03352E+16;Downtempo;59;44;7;26
Fractures;ILLENIUM;Awake;2016;159862;40875;Hardstyle/Hardcore;59;44;4;25
Good Things Fall Apart (with Jon Bellion);ILLENIUM;ASCEND;2019;14401;3,61113E+16;Trance;61;44;6;28
Hearts on Fire;ILLENIUM;Hearts on Fire;2017;179955;3,93862E+16;Hardstyle/Hardcore;47;44;4;26
Other Side;ILLENIUM;ILLENIUM;2017;81929;3,52653E+16;Downtempo;53;44;7;26
Psycho;Infected Mushroom;Retrodelic Vibes 9;2014;145027;88348;Trance;28;45;6;23
The Gathering;Infected Mushroom;The Gathering;2014;14201;7,72667E+16;Trance;16;45;6;23
The Messenger 2012;Infected Mushroom;Army of Mushrooms;2012;17003;1,06333E+16;Hardstyle/Hardcore;16;45;4;21
Where Do I Belong;Infected Mushroom;Friends on Mushrooms (Deluxe Edition);2012;167999;3,44177E+16;Hardstyle/Hardcore;40;45;4;21
Don't Do Drugs Just Take Some Jack Ü;Jack Ü;Skrillex and Diplo present Jack Ü;2015;113129;2,08333E+16;Deep House;33;46;5;24
Febreze (feat. 2 Chainz);Jack Ü;Skrillex and Diplo present Jack Ü;2015;149829;3,57333E+16;Trance;46;46;6;24
Holla Out (feat. Snails & Taranchyla);Jack Ü;Skrillex and Diplo present Jack Ü;2015;149983;4,26667E+16;Trance;40;46;6;24
Jungle Bae (feat. Bunji Garlin & MX Prime);Jack Ü;Skrillex and Diplo present Jack Ü;2015;127975;346875;Future House;46;46;3;24
Mind (feat. Kai);Jack Ü;Skrillex and Diplo present Jack Ü;2015;174153;4,03447E+16;Hardstyle/Hardcore;60;46;4;24
Take Ü There (feat. Kiesza);Jack Ü;Skrillex and Diplo present Jack Ü;2014;159888;35;Hardstyle/Hardcore;54;46;4;23
Where Are Ü Now (with Justin Bieber);Jack Ü;Skrillex and Diplo present Jack Ü;2015;139432;4,17142E+16;Techno;74;46;2;24
Higher for Your Love;Jauz;Higher for Your Love;2018;174083;2,85057E+16;Hardstyle/Hardcore;46;47;4;27
Lights Go Out;Jauz;Rise of The Wise;2017;125994;31111;Future House;47;47;3;26
Audio, Video, Disco.;Justice;Audio, Video, Disco.;2011;152028;4,87267E+16;Hardstyle/Hardcore;42;48;4;20
Civilization;Justice;Civilization;2011;111984;4,18042E+16;Deep House;41;48;5;20
D.A.N.C.E;Justice;Justice;2007;113015;4,03777E+16;Deep House;66;48;5;16
Genesis;Justice;Justice;2007;117055;3916;House;60;48;8;16
New Lands (Live / AAA);Justice;Access All Arenas;2012;126906;4,52382E+16;Future House;22;48;3;21
Phantom Pt. II;Justice;Justice;2008;116966;33471;House;52;48;8;17
Randy;Justice;Woman;2003;100453;663655;Deep House;39;48;5;12
Stress;Justice;Justice;2008;12694;4,97643E+16;Future House;49;48;3;17
Waters of Nazareth;Justice;Justice;2007;123929;441955;Future House;45;48;3;16
A Little More (feat. Sansa);Kaskade;Automatic;2020;127978;389;Future House;37;49;3;29
Angel On My Shoulder;Kaskade;Strobelite Seduction;2017;125977;3,79088E+16;Future House;40;49;3;26
Atmosphere;Kaskade;Atmosphere;2012;122975;3,85712E+16;House;43;49;8;21
Disarm You (feat. Ilsey);Kaskade;Automatic;2015;127799;368555;Future House;48;49;3;24
Dynasty (feat. Haley) (feat. Haley);Kaskade;Dynasty;2015;128021;3,27377E+16;Tech House;24;49;1;24
Move For Me;Kaskade;Strobelite Seduction;2008;128035;3,95643E+16;Tech House;49;49;1;17
Sorry - Dirty South Radio Edit;Kaskade;Sorry;2011;127032;35211;Future House;29;49;3;20
Step One Two;Kaskade;Strobelite Seduction;2011;127976;3338;Future House;33;49;3;20
Bonfire;Knife Party;Rage Valley;2012;174031;4,53462E+16;Hardstyle/Hardcore;59;50;4;21
Centipede;Knife Party;Rage Valley;2012;140077;4,11283E+16;Trance;50;50;6;21
Destroy Them with Lasers;Knife Party;Gamerz: Electronic;2014;127991;4,93357E+16;Future House;6;50;3;23
EDM Death Machine;Knife Party;Haunted House;2015;12803;4,38478E+15;Tech House;37;50;1;24
Fire Hive;Knife Party;100% No Modern Talking;2014;140054;463935;Trance;41;50;6;23
Internet Friends;Knife Party;100% No Modern Talking;2011;128079;50187;Tech House;56;50;1;20
LRAD;Knife Party;Haunted House;2014;127999;5,25233E+16;Future House;48;50;3;23
Power Glove;Knife Party;Haunted House;2014;127977;4,35407E+16;Future House;45;50;3;23
Alive;Krewella;Play Hard EP;2013;128002;4846;Tech House;52;51;1;22
Enjoy the Ride;Krewella;Get Wet;2015;127993;3,52822E+16;Future House;46;51;3;24
Ghost;Krewella;zer0;2014;95041;3,11608E+16;Downtempo;35;51;7;23
Human;Krewella;Get Wet;2019;140077;3,25888E+16;Trance;40;51;6;28
Live for the Night;Krewella;Get Wet;2013;127932;3,44133E+16;Future House;47;51;3;22
Love Outta Me;Krewella;New World Pt. 1;2018;160022;3,47573E+16;Hardstyle/Hardcore;26;51;4;27
Somewhere to Run;Krewella;Somewhere to Run;2019;111899;3,70133E+16;Deep House;34;51;5;28
Bazaar - Official Sunburn Goa 2015 Anthem;KSHMR;Bazaar (Official Sunburn Goa 2015 Anthem);2015;12801;2875;Tech House;45;52;1;24
House Of Cards (feat. Sidnie Tipton);KSHMR;House Of Cards (feat. Sidnie Tipton);2015;109999;3,14418E+16;Deep House;30;52;5;24
JAMMU;KSHMR;JAMMU;2016;128013;3,92938E+16;Tech House;30;52;1;25
Memories (feat. Sirah) - Radio Edit;KSHMR;Memories (feat. Sirah) [Radio Edit];2015;128066;3,09398E+16;Tech House;45;52;1;24
Satisfaction;KSHMR;Satisfaction;2015;129996;3,55383E+16;Tech House;51;52;1;24
Touch (feat. Madi);KSHMR;The Lion Across The Field;2016;97019;3,30992E+16;Downtempo;31;52;7;25
Wildcard (feat. Sidnie Tipton);KSHMR;Wildcard (feat. Sidnie Tipton);2017;127931;315625;Future House;49;52;3;26
Born To Be Yours;Kygo;Born To Be Yours;2018;114011;3222;Deep House;60;53;5;27
Firestone;Kygo;Cloud Nine;2015;113927;4,52733E+15;Deep House;78;53;5;24
First Time;Kygo;First Time;2016;90066;3,22518E+16;Downtempo;63;53;7;25
Happy Now;Kygo;Happy Now;2018;117999;35227;House;65;53;8;27
Higher Love;Kygo;Higher Love;2019;103952;380445;Deep House;72;53;5;28
How Would I Know;Kygo;Golden Hour;2020;1237;3,01167E+16;Future House;43;53;3;29
It Ain’t Me (with Selena Gomez);Kygo;It Ain't Me;2017;99968;3,67967E+16;Downtempo;66;53;7;26
Remind Me to Forget;Kygo;Remind Me to Forget;2018;99063;3,62143E+16;Downtempo;60;53;7;27
Stay (feat. Maty Noyes);Kygo;Cloud Nine;2016;103027;3,99108E+16;Deep House;61;53;5;25
Stole the Show;Kygo;Cloud Nine;2015;100034;3,71977E+16;Deep House;78;53;5;24
All Or Nothing (feat. Axel Ehnström);Lost Frequencies;Less Is More;2016;125971;2,62488E+16;Future House;33;54;3;25
Are You With Me - Radio Edit;Lost Frequencies;Less Is More;2014;12102;2,30022E+16;House;69;54;8;23
Beautiful Life (feat. Sandro Cavazza);Lost Frequencies;Less Is More;2016;120;2,69843E+16;House;48;54;8;25
Crazy;Lost Frequencies;Crazy;2016;114975;2,55652E+16;Deep House;69;54;5;25
Here with You;Lost Frequencies;Less Is More (Deluxe);2021;86707;2,65908E+16;Downtempo;34;54;7;30
Like I Love You;Lost Frequencies;Alive And Feeling Fine;2019;117911;316955;House;49;54;8;28
Melody;Lost Frequencies;Alive And Feeling Fine;2019;120041;2,48347E+16;House;53;54;8;28
Reality (feat. Janieck Devy) - Radio Edit;Lost Frequencies;Less Is More;2015;122145;2658;House;66;54;8;24
Rise;Lost Frequencies;Rise;2016;122076;3,21697E+16;House;61;54;8;25
Where Are You Now;Lost Frequencies;All Stand Together;2020;121031;2,48443E+16;House;83;54;8;29
Better Not (with Wafia);Louis The Child;Kids At Play- EP;2018;113988;3,71442E+16;Deep House;60;55;5;27
Fire;Louis The Child;Fire;2018;89807;342695;Downtempo;48;55;7;27
It's Strange (feat. K.Flay);Louis The Child;It's Strange (feat. K.Flay);2016;85951;4,09302E+16;Downtempo;53;55;7;25
Little Things (with Quinn XCII & Chelsea Cutler);Louis The Child;Here For Now;2018;81969;3,29088E+16;Downtempo;50;55;7;27
Love Is Alive;Louis The Child;Love Is Alive;2017;97863;28435;Downtempo;48;55;7;26
Shake Something (feat. Joey Purp);Louis The Child;Shake Something (feat. Joey Purp);2020;87999;32252;Downtempo;45;55;7;29
Slow Down Love (feat. Chelsea Cutler);Louis The Child;Love Is Alive;2019;127751;2,63152E+16;Future House;52;55;3;28
Weekend;Louis The Child;Weekend;2019;84991;2,91763E+16;Downtempo;50;55;7;28
Finale (feat. Nicholas Petricca);Madeon;Adventure (Deluxe);2015;92078;3,41422E+16;Downtempo;44;56;7;24
Icarus;Madeon;Adventure (Deluxe);2015;126104;357755;Future House;41;56;3;24
Imperium;Madeon;Adventure (Deluxe);2015;110017;3,31422E+16;Deep House;36;56;5;24
No Fear No More (Remix);Madeon;No Fear No More (Remix);2016;95919;2,91137E+16;Downtempo;45;56;7;25
Pay No Mind (feat. Passion Pit);Madeon;Adventure (Deluxe);2015;112183;4,15733E+16;Deep House;45;56;5;24
Technicolor;Madeon;Adventure (Deluxe);2015;127027;642355;Future House;37;56;3;24
The City;Madeon;Adventure (Deluxe);2015;125011;3,89977E+16;Future House;44;56;3;24
You're On (feat. Kyan);Madeon;Adventure (Deluxe);2012;1001;3212;Deep House;48;56;5;21
Be Together;Major Lazer;Peace Is The Mission;2015;79961;38835;Downtempo;49;57;7;24
Blow That Smoke;Major Lazer;Blow That Smoke (Remixes);2018;101982;3,71667E+16;Deep House;37;57;5;27
Cold Water;Major Lazer;Cold Water;2016;92946;3,08933E+16;Downtempo;66;57;7;25
Hold The Line;Major Lazer;Guns Don't Kill People... Lazers Do;2017;155924;3,65933E+16;Hardstyle/Hardcore;31;57;4;26
Know No Better;Major Lazer;Major Lazer Essentials;2017;119041;376415;House;59;57;8;26
Lean On;Major Lazer;Peace Is The Mission;2015;98007;2,94268E+16;Downtempo;75;57;7;24
Light It Up (Remix);Major Lazer;Peace Is The Mission (Extended);2016;107989;2,76897E+16;Deep House;67;57;5;25
Pon De Floor;Major Lazer;Guns Don't Kill People... Lazers Do;2009;126985;3,56533E+16;Future House;40;57;3;18
Run Up;Major Lazer;Major Lazer Essentials;2016;108004;3,38633E+16;Deep House;51;57;5;25
Watch Out For This (Bumaye);Major Lazer;Free The Universe (Extended Version);2013;108029;4,48577E+16;Deep House;54;57;5;22
Alone;Marshmello;Alone;2019;14199;4,56337E+15;Trance;69;58;6;28
FRIENDS;Marshmello;FRIENDS;2018;95079;3377;Downtempo;75;58;7;27
Happier;Marshmello;Happier;2018;100011;3,57148E+16;Deep House;83;58;5;27
Here With Me;Marshmello;Here With Me;2019;99961;2,60577E+16;Downtempo;73;58;7;28
Leave Before You Love Me (with Jonas Brothers);Marshmello;Leave Before You Love Me;2021;119976;258305;House;79;58;8;30
One Thing Right;Marshmello;One Thing Right;2019;88042;3,03038E+16;Downtempo;69;58;7;28
Rescue Me;Marshmello;Joytime III;2019;148149;3,95338E+16;Trance;58;58;6;28
Spotlight;Marshmello;Spotlight;2018;15006;296;Hardstyle/Hardcore;70;58;4;27
Animals;Martin Garrix;Gold Skies;2013;128006;5,06288E+16;Tech House;57;59;1;22
Don't Look Down (feat. Usher);Martin Garrix;Don't Look Down (feat. Usher);2016;127991;3,71898E+16;Future House;62;59;3;25
Forbidden Voices;Martin Garrix;Forbidden Voices;2012;128102;38439;Tech House;57;59;1;21
High On Life (feat. Bonn);Martin Garrix;High On Life (feat. Bonn);2017;128038;3,84602E+16;Tech House;68;59;1;26
In the Name of Love;Martin Garrix;In the Name of Love;2016;13399;3,26177E+16;Techno;78;59;2;25
No Sleep (feat. Bonn);Martin Garrix;No Sleep (feat. Bonn);2016;128133;3,45157E+16;Tech House;58;59;1;25
Ocean (feat. Khalid);Martin Garrix;Ocean (feat. Khalid);2018;139912;3,60698E+16;Techno;66;59;2;27
Scared to Be Lonely;Martin Garrix;Scared to Be Lonely;2017;137972;3,68138E+16;Techno;79;59;2;26
