Track;Artist;Album;Year;Tempo;Duration_Min;Genre;Popularity;ArtistID;GenreID;TimeID
So Far Away (feat. Jamie Scott & Romy Dya);Martin Garrix;So Far Away (feat. Jamie Scott & Romy Dya);2017;149119;30606;Trance;63;59;6;26
There for You;Martin Garrix;There for You;2017;105969;36984;Deep House;64;59;5;26
Hello;Martin Solveig;Smash (Deluxe);2010;127979;4,69048E+16;Future House;48;60;3;19
Hello (feat. Dragonette);Martin Solveig;Hello;2010;128011;3,18978E+16;Tech House;60;60;1;19
Intoxicated - DJ Fresh Remix;Martin Solveig;Intoxicated (Remixes);2015;173999;4,64367E+16;Hardstyle/Hardcore;8;60;4;24
Jealousy (Radio Edit);Martin Solveig;Jealousy;2015;125032;33398;Future House;34;60;3;24
The Night Out - Single Version;Martin Solveig;The Night Out EP;2011;127962;4,25017E+16;Future House;37;60;3;20
Dracula Flow;Mushroom Cloud;Dracula Flow;2011;72268;3,75172E+16;Downtempo;50;61;7;20
Crush On You;NERO;Welcome Reality +;2011;140031;4,17177E+16;Trance;35;62;6;20
Guilt;NERO;Welcome Reality +;2015;139455;4,73533E+16;Techno;36;62;2;24
Innocence;NERO;Welcome Reality +;2015;13575;513555;Techno;39;62;2;24
Me And You;NERO;Welcome Reality +;2013;144047;4,12467E+16;Trance;38;62;6;22
Must Be The Feeling;NERO;Welcome Reality +;2011;12808;40471;Tech House;34;62;1;20
Promises;NERO;Welcome Reality +;2011;143948;4,28933E+16;Trance;50;62;6;20
Satisfy;NERO;Between II Worlds;2012;123937;40645;Future House;39;62;3;21
Solar;NERO;Solar;2017;155963;3391;Hardstyle/Hardcore;49;62;4;26
Two Minds;NERO;Between II Worlds;2019;124039;3,58063E+16;Future House;34;62;3;28
End Of The Night;NGHTMRE;End Of The Night;2018;128038;31875;Tech House;25;63;1;27
Fall Into Me;NGHTMRE;DRMVRSE;2018;139943;3,85733E+16;Techno;49;63;2;27
FEELING GUD;NGHTMRE;FEELING GUD;2019;173741;3,17803E+16;Hardstyle/Hardcore;55;63;4;28
All You Need Is Love;Nicky Romero;All You Need Is Love;2014;125994;2,33212E+16;Future House;55;64;3;23
Easy;Nicky Romero;Easy;2019;123984;2,49193E+16;Future House;35;64;3;28
Generation 303;Nicky Romero;Generation 303;2013;12801;5,50783E+16;Tech House;17;64;1;22
Legacy - Radio Edit;Nicky Romero;Legacy;2014;127961;3,26177E+16;Future House;41;64;3;23
Like Home - Radio Edit;Nicky Romero;Like Home;2013;127908;3,33593E+16;Future House;39;64;3;22
Love You for the Summer;Nicky Romero;Love You for the Summer;2018;132003;2,87878E+16;Techno;55;64;2;27
Symphonica - Bare Remix;Nicky Romero;Symphonica;2018;140028;4,25158E+16;Trance;20;64;6;27
Toulouse - Bobby Anthony Vocal Mix;Nicky Romero;Toulouse (Bobby Anthony Vocal Mix);2011;127881;2,96873E+16;Future House;50;64;3;20
Warriors - Original Mix;Nicky Romero;Warriors;2011;127017;5,60628E+16;Future House;24;64;3;20
A Moment Apart;ODESZA;A Moment Apart;2017;119988;3,90407E+16;House;65;65;8;26
Across The Room;ODESZA;A Moment Apart;2018;82037;4,72562E+16;Downtempo;60;65;7;27
All We Need - ODESZA VIP Remix;ODESZA;The Last Goodbye (Deluxe Edition);2017;99958;3,50022E+16;Downtempo;44;65;7;26
Falls;ODESZA;A Moment Apart;2018;160928;3,88227E+16;Hardstyle/Hardcore;53;65;4;27
Higher Ground;ODESZA;A Moment Apart;2018;104993;35855;Deep House;59;65;5;27
Kusanagi;ODESZA;In Return;2016;75186;3,46667E+16;Downtempo;52;65;7;25
Late Night;ODESZA;A Moment Apart;2016;125148;3,80983E+16;Future House;57;65;3;25
Line Of Sight;ODESZA;A Moment Apart;2017;18023;3,94117E+16;Hardstyle/Hardcore;59;65;4;26
Say My Name;ODESZA;In Return;2018;115039;43826;House;64;65;8;27
Sun Models;ODESZA;In Return;2014;120005;2,66667E+16;House;64;65;8;23
Gecko (Overdrive) - Radio Edit;Oliver Heldens;Gecko (Overdrive) [Radio Edit];2014;124959;2,75733E+16;Future House;68;66;3;23
I Don't Wanna Go Home;Oliver Heldens;I Don't Wanna Go Home;2015;125003;3,39067E+16;Future House;36;66;3;24
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir);Oliver Heldens;I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir);2019;12603;2,62008E+16;Future House;69;66;3;28
Koala;Oliver Heldens;Last All Night (Koala) [feat. KStewart] [Remixes];2015;128016;441265;Tech House;42;66;1;24
Mas Que Nada;Oliver Heldens;Mas Que Nada;2015;123974;2,11693E+16;Future House;69;66;3;24
Rave Machine;Oliver Heldens;Rave Machine;2014;125993;3,43667E+16;Future House;30;66;3;23
This Groove;Oliver Heldens;This Groove;2015;124025;3,13623E+16;Future House;55;66;3;24
Madagascar - Radio Edit;Paul Oakenfold;Trance Mission;2007;138007;349275;Techno;11;67;2;16
Not Over Yet - Radio Edit;Paul Oakenfold;Trance Mission;2009;132015;4,48483E+16;Techno;15;67;2;18
Ready Steady Go - Extended Mix;Paul Oakenfold;Bunkka;2004;128012;4,23222E+15;Tech House;45;67;1;13
Sex 'N' Money;Paul Oakenfold;A Lively Mind;2006;129004;5,94933E+16;Tech House;19;67;1;15
Southern Sun - DJ Tiësto Remix;Paul Oakenfold;Southern Sun / Ready Steady Go;2002;137029;9,74308E+16;Techno;42;67;2;11
Starry Eyed Surprise;Paul Oakenfold;Bunkka;2002;103211;3,80822E+16;Deep House;53;67;5;11
Bassline Kickin;Pegboard Nerds;Bassline Kickin;2013;128064;3,95312E+16;Tech House;20;68;1;22
Emergency;Pegboard Nerds;Emergency;2015;127992;421875;Future House;40;68;3;24
Hero;Pegboard Nerds;Hero;2015;150151;5,50667E+16;Hardstyle/Hardcore;45;68;4;24
Party Freaks;Pegboard Nerds;Party Freaks;2015;127975;3,56418E+16;Future House;32;68;3;24
Pink Cloud;Pegboard Nerds;Pink Cloud;2018;82444;358395;Downtempo;35;68;7;27
Rocktronik;Pegboard Nerds;Rocktronik;2015;129975;513845;Tech House;19;68;1;24
Self Destruct;Pegboard Nerds;Self Destruct;2019;140044;354285;Trance;38;68;6;28
Swamp Thing;Pegboard Nerds;Swamp Thing;2018;134938;4,38518E+15;Techno;46;68;2;27
Divinity;Porter Robinson;Worlds;2015;90036;613955;Downtempo;52;69;7;24
Easier to Love You;Porter Robinson;SMILE! :D;2018;140055;417945;Trance;59;69;6;27
Flicker;Porter Robinson;Worlds;2017;92018;465;Downtempo;47;69;7;26
Get Your Wish;Porter Robinson;Nurture;2021;95008;3,64182E+16;Downtempo;54;69;7;30
Language;Porter Robinson;Language;2012;127988;614125;Future House;52;69;3;21
Lionhearted;Porter Robinson;Worlds;2015;119993;44351;House;48;69;8;24
Mirror;Porter Robinson;Nurture;2018;111922;5,11482E+15;Deep House;47;69;5;27
Sad Machine;Porter Robinson;Worlds;2014;88519;5,84483E+16;Downtempo;56;69;7;23
Shelter;Porter Robinson;Shelter;2016;99859;36494;Downtempo;62;69;7;25
All Around The World (La La La);R3HAB;All Around The World (La La La);2017;124948;2464;Future House;63;70;3;26
Am I The Only One;R3HAB;Am I The Only One;2018;139907;25357;Techno;30;70;2;27
Icarus - R3hab & Skytech Remix;R3HAB;Icarus (Remixes);2016;145079;22724;Trance;14;70;6;25
Karate;R3HAB;Karate;2016;12801;35;Tech House;48;70;1;25
Lullaby;R3HAB;The Wave;2017;127965;2,66972E+16;Future House;46;70;3;26
More Than OK;R3HAB;More Than OK;2018;105989;2,60377E+16;Deep House;23;70;5;27
One More Dance (with Alida);R3HAB;One More Dance (with Alida);2019;123923;2422;Future House;48;70;3;28
Rock My Body;R3HAB;Rock My Body (with INNA & Sash!);2018;124077;2,29032E+16;Future House;78;70;3;27
Trouble;R3HAB;Trouble;2017;94237;2,88672E+16;Downtempo;30;70;7;26
Core;RL Grime;VOID;2017;149966;3,94667E+16;Trance;46;71;6;26
Era (Eptic Remix);RL Grime;NOVA (The Remixes, Vol. 1);2014;149841;4,74667E+15;Trance;32;71;6;23
Feel Free;RL Grime;NOVA;2019;156038;4,20512E+16;Hardstyle/Hardcore;35;71;4;28
Heard Me;RL Grime;High Beams;2019;153983;3,18108E+16;Hardstyle/Hardcore;24;71;4;28
I Wanna Know;RL Grime;NOVA;2019;82759;344545;Downtempo;57;71;7;28
One Day;RL Grime;Sable Valley Summer, Vol. 2;2016;146012;39452;Trance;20;71;6;25
All I Got;Said The Sky;Wide-Eyed;2018;144731;5,26207E+16;Trance;48;72;6;27
For You (feat. Melissa Hayes);Said The Sky;For You (feat. Melissa Hayes);2019;140043;3,96668E+16;Trance;29;72;6;28
Run Away (feat. Car);Said The Sky;Run Away (feat. Car);2019;173862;467895;Hardstyle/Hardcore;25;72;4;28
Show & Tell;Said The Sky;Wide-Eyed;2019;150111;3,09333E+16;Hardstyle/Hardcore;49;72;4;28
Walk Me Home;Said The Sky;Sentiment;2019;159909;3,60208E+16;Hardstyle/Hardcore;52;72;4;28
Calling (Lose My Mind) - Radio Edit;Sebastian Ingrosso;EDM Hits;2012;125096;3424;Future House;56;73;3;21
Kidsos;Sebastian Ingrosso;Kidsos;2014;125015;66613;Future House;29;73;3;23
Reload - Radio Edit;Sebastian Ingrosso;Reload (Vocal Version / Radio Edit);2013;128045;3,68787E+16;Tech House;65;73;1;22
Skip;Sebastian Ingrosso;Skip;2018;132;2,52533E+16;Techno;50;73;2;27
Cold Skin - MitiS Remix;Seven Lions;Cold Skin (The Remixes);2019;145944;39452;Trance;45;74;6;28
Creation;Seven Lions;Creation;2018;130009;5,18787E+16;Tech House;30;74;1;27
Days to Come (feat. Fiora);Seven Lions;Days To Come EP;2012;139995;47377;Techno;38;74;2;21
Falling Away - Festival Mix (Radio Edit);Seven Lions;Creation;2017;127997;3,75023E+16;Future House;40;74;3;26
Island (feat. Nevve);Seven Lions;Island (feat. Nevve);2018;150128;464;Hardstyle/Hardcore;50;74;4;27
Ones I Used To Love;Seven Lions;Ones I Used To Love;2018;172046;3,48837E+16;Hardstyle/Hardcore;58;74;4;27
Rush Over Me (feat. HALIENE);Seven Lions;10 Years of Seven Lions;2018;135027;4,32592E+16;Techno;53;74;2;27
Bangarang (feat. Sirah);Skrillex;Bangarang EP;2011;110026;358755;Deep House;69;75;5;20
First of the Year (Equinox);Skrillex;More Monsters and Sprites EP;2011;115785;4,35862E+16;House;63;75;8;20
Kill EVERYBODY;Skrillex;Scary Monsters and Nice Sprites EP;2010;126988;4,96643E+16;Future House;49;75;3;19
Kyoto (feat. Sirah);Skrillex;Bangarang EP;2018;174974;3,34643E+16;Hardstyle/Hardcore;57;75;4;27
Make It Bun Dem;Skrillex;Make It Bun Dem After Hours EP;2011;104973;35616;Deep House;61;75;5;20
Rock 'n' Roll (Will Take You to the Mountain);Skrillex;Scary Monsters and Nice Sprites EP;2014;128064;47355;Tech House;51;75;1;23
Ruffneck - Full Flex;Skrillex;More Monsters and Sprites EP;2011;140145;3,77142E+16;Trance;48;75;6;20
Scary Monsters and Nice Sprites;Skrillex;Scary Monsters and Nice Sprites EP;2010;139997;4,05588E+16;Techno;58;75;2;19
Summit (feat. Ellie Goulding);Skrillex;Bangarang EP;2011;139989;62331;Techno;56;75;2;20
With You, Friends (Long Drive);Skrillex;Scary Monsters and Nice Sprites EP;2010;119938;6,48372E+15;House;39;75;8;19
Back To U;SLANDER;Back To U;2019;14979;3,57333E+16;Trance;57;76;6;28
Love Is Gone - Acoustic;SLANDER;Love Is Gone (Acoustic);2020;139644;2,94952E+16;Techno;75;76;2;29
Potions - SLANDER & Bossfight Remix;SLANDER;Potions (SLANDER & Bossfight Remix);2020;149943;398;Trance;27;76;6;29
Running To You;SLANDER;Running To You;2019;149941;5,01417E+16;Trance;39;76;6;28
Superhuman;SLANDER;Superhuman;2019;127908;447685;Future House;53;76;3;28
All I Need;Slushii;All I Need;2019;123991;37625;Future House;52;77;3;28
Dreaming of You;Slushii;Dreaming of You;2018;164858;3,05453E+16;Hardstyle/Hardcore;30;77;4;27
Level Up;Slushii;Find Your Wings;2018;150037;33759;Hardstyle/Hardcore;29;77;4;27
LUV U NEED U;Slushii;LUV U NEED U;2018;14695;244515;Trance;49;77;6;27
Melting over You;Slushii;Out of Light;2018;9502;3,13407E+16;Downtempo;23;77;7;27
We’re Falling;Slushii;Blow The Socket;2019;124001;2,91128E+16;Future House;0;77;3;28
Show Me Love (feat. Robin S) - Radio Edit;Steve Angello;Show Me Love (feat. Robin S);2011;129971;309355;Tech House;51;78;1;20
Stockholm Skies (feat. Tom Taped & Alex Aris);Steve Angello;Wild Youth;2014;128001;4,55733E+16;Tech House;30;78;1;23
Be Somebody (feat. Kiiara);Steve Aoki;Neon Future III;2019;115012;3,30468E+16;House;33;79;8;28
Boneless;Steve Aoki;Boneless;2012;127995;45;Future House;57;79;3;21
Delirious (Boneless) (feat. Kid Ink);Steve Aoki;Neon Future I;2013;128004;372355;Tech House;58;79;1;22
Just Hold On;Steve Aoki;Neon Future III;2016;114991;33129;Deep House;55;79;5;25
Pretender (feat. Lil Yachty & AJR);Steve Aoki;Neon Future III;2022;103093;3,14562E+16;Deep House;47;79;5;31
Waste It On Me (feat. BTS);Steve Aoki;Neon Future III;2018;96097;3,20893E+16;Downtempo;60;79;7;27
Antidote - Swedish House Mafia Dub;Swedish House Mafia;Antidote;2013;128011;62354;Tech House;21;80;1;22
Don't You Worry Child - Radio Edit;Swedish House Mafia;Don't You Worry Child;2012;129042;35477;Tech House;81;80;1;21
Greyhound;Swedish House Mafia;Until Now;2012;124976;6,83493E+16;Future House;61;80;3;21
Heaven Takes You Home (feat. Connie Constance);Swedish House Mafia;Paradise Again;2022;125037;356785;Future House;76;80;3;31
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;Swedish House Mafia;Disc-Overy;2010;12503;3441;Future House;46;80;3;19
One - Radio Edit;Swedish House Mafia;One (Your Name);2012;125026;2832;Future House;60;80;3;21
Save The World;Swedish House Mafia;Save The World;2011;126879;3,55562E+16;Future House;65;80;3;20
Adieu;Tchami;Adieu;2021;125983;6,88888E+16;Future House;54;81;3;30
After Life (feat. Stacy Barthe);Tchami;After Life (feat. Stacy Barthe);2014;125989;4,88888E+16;Future House;46;81;3;23
Missing You (feat. AC Slater & Kaleem Taylor);Tchami;Missing You (feat. AC Slater & Kaleem Taylor);2018;126996;5,22833E+16;Future House;35;81;3;27
N9;Tchami;N9;2014;128002;375;Tech House;51;81;1;23
Prophecy;Tchami;Prophecy;2014;125006;464;Future House;37;81;3;23
Rainforest;Tchami;Rainforest;2015;126049;3,80952E+16;Future House;30;81;3;24
SIAW;Tchami;House Of Bliss;2019;126019;4,57142E+16;Future House;29;81;3;28
Untrue;Tchami;Untrue;2018;121028;417355;House;38;81;8;27
World To Me;Tchami;World To Me;2016;122015;5,04917E+16;House;29;81;8;25
Closer;The Chainsmokers;Closer;2016;9501;4,08267E+16;Downtempo;84;82;7;25
Don't Let Me Down;The Chainsmokers;Don't Let Me Down;2016;159805;3,47288E+16;Hardstyle/Hardcore;81;82;4;25
Let You Go - Radio Edit;The Chainsmokers;Let You Go (Radio Edit);2016;125979;364955;Future House;49;82;3;25
Paris;The Chainsmokers;Memories...Do Not Open;2017;9999;3,69177E+16;Downtempo;73;82;7;26
Roses;The Chainsmokers;Roses;2015;100001;3,77897E+16;Deep House;73;82;5;24
Sick Boy;The Chainsmokers;Sick Boy;2018;89996;322;Downtempo;63;82;7;27
Side Effects;The Chainsmokers;Sick Boy;2018;11001;28791;Deep House;54;82;5;27
Something Just Like This;The Chainsmokers;Memories...Do Not Open;2017;103019;4,11933E+16;Deep House;88;82;5;26
Takeaway;The Chainsmokers;World War Joy;2019;1001;3498;Deep House;68;82;5;28
Who Do You Love;The Chainsmokers;World War Joy;2019;139927;3,77888E+16;Techno;66;82;2;28
Block Rockin' Beats;The Chemical Brothers;Dig Your Own Hole;1997;109369;5,22777E+16;Deep House;49;83;5;6
Do It Again;The Chemical Brothers;We Are The Night;2004;123974;554955;Future House;48;83;3;13
Galvanize;The Chemical Brothers;Push The Button;2005;104003;656355;Deep House;62;83;5;14
Go;The Chemical Brothers;Born In The Echoes;2005;11997;4,34493E+16;House;46;83;8;14
Hey Boy Hey Girl;The Chemical Brothers;Surrender;2002;127001;484155;Future House;63;83;3;11
Leave Home;The Chemical Brothers;Exit Planet Dust;1995;108012;5,54647E+16;Deep House;49;83;5;4
Setting Sun;The Chemical Brothers;Dig Your Own Hole;1996;135041;5,47888E+16;Techno;41;83;2;5
Star Guitar;The Chemical Brothers;Come With Us;2002;126968;6,45288E+16;Future House;48;83;3;11
The Salmon Dance;The Chemical Brothers;We Are The Night;2007;124013;3,67043E+16;Future House;52;83;3;16
Wide Open;The Chemical Brothers;Born In The Echoes;2015;124014;591005;Future House;42;83;3;24
Drive It Like You Stole It;The Glitch Mob;Drink the Sea;2014;85962;5,94088E+16;Downtempo;41;84;7;23
Eeze Up;The Glitch Mob;Eeze Up;2014;155057;3,40088E+16;Hardstyle/Hardcore;43;84;4;23
Fortune Days;The Glitch Mob;Drink the Sea;2010;104964;6,38022E+16;Deep House;49;84;5;19
Mind of a Beast;The Glitch Mob;Love Death Immortality;2010;144013;4,28303E+15;Trance;37;84;6;19
Breathe;The Prodigy;The Fat of the Land;1997;130041;5,60467E+16;Tech House;52;85;1;6
Charly;The Prodigy;Charly;1991;131009;398555;Tech House;38;85;1;1
Diesel Power;The Prodigy;The Fat of the Land;1997;105921;4,29333E+15;Deep House;37;85;5;6
Firestarter;The Prodigy;The Fat of the Land;1996;141507;4,66333E+16;Trance;51;85;6;5
No Good (Start the Dance);The Prodigy;Music for the Jilted Generation;1994;144993;6,33177E+16;Trance;35;85;6;3
Omen;The Prodigy;Invaders Must Die;1994;140002;3,60043E+16;Trance;60;85;6;3
Out of Space;The Prodigy;Experience;1992;147078;50351;Trance;61;85;6;2
Poison;The Prodigy;Music for the Jilted Generation;1995;103993;6,70777E+16;Deep House;29;85;5;4
Smack My Bitch Up;The Prodigy;The Fat of the Land;1997;136216;57231;Techno;50;85;2;6
Voodoo People;The Prodigy;Music for the Jilted Generation;1994;149002;64511;Trance;38;85;6;3
Adagio For Strings;Tiësto;Just Be;2015;139975;7,39043E+16;Techno;57;86;2;24
Don't Be Shy;Tiësto;Don't Be Shy;2021;119986;2,34167E+16;House;74;86;8;30
Jackie Chan;Tiësto;Jackie Chan;2018;128005;3,59598E+16;Tech House;70;86;1;27
Lethal Industry;Tiësto;In My Memory;2001;135026;6,76533E+16;Techno;45;86;2;10
Red Lights;Tiësto;A Town Called Paradise;2013;124989;437;Future House;64;86;3;22
Secrets;Tiësto;Club Life, Vol. 4 - New York City;2014;128178;4,18243E+15;Tech House;63;86;1;23
Summer Nights - Tiësto’s Deep House Remix;Tiësto;Summer Nights (Tiësto’s Deep House Remix);2016;123989;32016;Future House;32;86;3;25
The Business;Tiësto;The Business;2020;120031;2,73333E+16;House;74;86;8;29
Wasted;Tiësto;A Town Called Paradise (Deluxe);2015;112014;3,16688E+16;Deep House;61;86;5;24
Anchor - Noisestorm Remix;Tritonal;Anchor (Remixes);2015;175272;404705;Hardstyle/Hardcore;39;87;4;24
Blackout;Tritonal;Blackout;2019;141889;3,52817E+16;Trance;30;87;6;28
From The Inside;Tritonal;From The Inside;2017;122068;362295;House;41;87;8;26
GAMMA GAMMA - Brillz Remix;Tritonal;GAMMA GAMMA (Remixes);2012;139957;4,51428E+16;Techno;16;87;2;21
Good Thing;Tritonal;Good Thing;2016;121051;33719;House;30;87;8;25
Hung Up;Tritonal;Hung Up;2013;119824;3,66667E+16;House;36;87;8;22
Medicine (Tritonia 487) [Tritonal Throwback];Tritonal;Tritonia 487;2021;147952;497635;Trance;34;87;6;30
Satellite - Instrumental Mix;Tritonal;Tritonia - Chapter 001;2011;12807;42375;Tech House;12;87;1;20
Something New (Tritonia 469) [Tritonal Throwback] - Club Mix;Tritonal;Tritonia 469;2016;132024;59015;Techno;12;87;2;25
Angels (feat. Kat Nestel) - Radio Edit;Vicetone;Angels (feat. Kat Nestel);2015;128026;3,57208E+16;Tech House;55;88;1;24
Animal;Vicetone;Legacy;2013;123991;329435;Future House;56;88;3;22
Catch Me;Vicetone;Catch Me;2015;126003;3,21018E+16;Future House;20;88;3;24
I Hear You;Vicetone;I Hear You;2019;118035;2,64823E+16;House;37;88;8;28
Nevada;Vicetone;Nevada;2016;124015;3,47602E+16;Future House;70;88;3;25
No Way Out (feat. Kat Nestel) - Radio Edit;Vicetone;No Way Out (feat. Kat Nestel);2016;126021;34469;Future House;39;88;3;25
Stars;Vicetone;Stars;2016;128002;396875;Tech House;26;88;1;25
United We Dance - Vicetone Edit;Vicetone;United We Dance (New Mixes);2018;126;425805;Future House;38;88;3;27
Waiting;Vicetone;Waiting;2019;104964;3,42857E+16;Deep House;59;88;5;28
Energy Drink;Virtual Riot;The Classics;2018;128029;506295;Tech House;44;89;1;27
Lost It - VIP;Virtual Riot;Lost It;2018;15501;44387;Hardstyle/Hardcore;42;89;4;27
Showdown;Virtual Riot;Chemistry EP;2016;149996;404;Trance;15;89;6;25
The Darkest Night;Virtual Riot;German Engineering EP;2018;14375;4,14053E+15;Trance;21;89;6;27
Touhou Riddim - Subtronics Remix;Virtual Riot;Simulation - The DLC;2020;72454;347585;Downtempo;39;89;7;29
Automatic;Wolfgang Gartner;Automatic;2009;174027;3,55763E+16;Hardstyle/Hardcore;29;90;4;18
Feel Right;Wolfgang Gartner;10 Ways To Steal Home Plate;2015;127927;3,26268E+16;Future House;32;90;3;24
Flexx - Radio Edit;Wolfgang Gartner;Flexx;2011;128969;344555;Tech House;18;90;1;20
Hurricane Slurricane;Wolfgang Gartner;10 Ways To Steal Home Plate;2017;116995;2,94318E+16;House;15;90;8;26
Illmerica;Wolfgang Gartner;Weekend In America;2010;129031;563;Tech House;39;90;1;19
Love & War;Wolfgang Gartner;Love & War;2013;12798;6,18843E+16;Future House;18;90;3;22
Space Junk;Wolfgang Gartner;Weekend In America;2011;129497;3,47777E+16;Tech House;21;90;1;20
DJ Turn It Up;Yellow Claw;Amsterdam Twerk Music;2016;102018;35296;Deep House;61;91;5;25
In My Room (feat. Ty Dolla $ign & Tyga);Yellow Claw;Blood For Mercy;2015;104015;2,81068E+16;Deep House;49;91;5;24
Love & War - Yellow Claw G-Funk Remix;Yellow Claw;Los Amsterdam (Remixes, Pt. 1);2014;92978;1,92577E+16;Downtempo;58;91;7;23
Public Enemy;Yellow Claw;New Blood;2015;150018;37604;Hardstyle/Hardcore;37;91;4;24
Shotgun;Yellow Claw;Shotgun;2018;144983;322765;Trance;51;91;6;27
Till It Hurts;Yellow Claw;Till It Hurts;2016;145055;3,14467E+16;Trance;44;91;6;25
Beautiful Now;Zedd;True Colors;2015;128003;3,63822E+16;Tech House;67;92;1;24
Clarity;Zedd;Clarity;2012;128;4,52377E+16;Tech House;74;92;1;21
Find You;Zedd;Divergent: Original Motion Picture Soundtrack;2014;127973;3,38843E+16;Future House;49;92;3;23
Get Low (with Liam Payne);Zedd;Get Low (with Liam Payne);2019;108018;3,40972E+16;Deep House;53;92;5;28
Happy Now;Zedd;Happy Now;2019;88335;3,45048E+16;Downtempo;63;92;7;28
Happy Now;Zedd;Happy Now;2019;88335;3,45048E+16;Downtempo;63;92;7;28
I Want You To Know;Zedd;True Colors;2015;129999;4;Tech House;64;92;1;24
Spectrum;Zedd;Clarity;2011;12999;4,05688E+16;Tech House;59;92;1;20
Stay;Zedd;Stay;2016;10204;35015;Deep House;74;92;5;25
The Middle;Zedd;The Middle;2017;10701;3,07887E+16;Deep House;78;92;5;26
Adrenaline;Zeds Dead;Adrenaline;2018;140249;3,54267E+16;Trance;27;93;6;27
Alive;Zeds Dead;Alive;2018;120987;32898;House;55;93;8;27
Collapse (feat. Memorecks);Zeds Dead;Somewhere Else;2016;135102;4,74073E+15;Techno;45;93;2;25
In The Beginning;Zeds Dead;Adrenaline;2013;140027;38215;Trance;34;93;6;22
Lost You (feat. Twin Shadow & D'Angelo Lacy);Zeds Dead;Lost You (feat. Twin Shadow & D'Angelo Lacy);2020;126012;3,63853E+16;Future House;47;93;3;29
Rude Boy;Zeds Dead;Rude Boy;2012;139795;2,74292E+16;Techno;37;93;2;21
You Know - Radio Edit;Zeds Dead;You Know;2015;123994;3,29048E+16;Future House;38;93;3;24
