Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Ones I Used To Love,Seven Lions,Ones I Used To Love,2018,209302,4,0.344,0.74,2,-4.641,1,0.0453,0.000587,0,0.317,0.35,172.046,58
Rush Over Me (feat. HALIENE),Seven Lions,10 Years of Seven Lions,2018,259555,4,0.439,0.749,0,-4.079,1,0.0453,0.0691,0,0.027,0.249,135.027,53
Bangarang (feat. Sirah),Skrillex,Bangarang EP,2011,215253,4,0.716,0.972,7,-2.302,1,0.196,0.0145,0.0000322,0.317,0.576,110.026,69
First of the Year (Equinox),Skrillex,More Monsters and Sprites EP,2011,261517,3,0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785,63
Kill EVERYBODY,Skrillex,Scary Monsters and Nice Sprites EP,2010,297986,4,0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988,49
Kyoto (feat. Sirah),Skrillex,Bangarang EP,2018,200786,4,0.605,0.92,4,-2.298,0,0.0713,0.0012,0.000596,0.483,0.219,174.974,57
Make It Bun Dem,Skrillex,Make It Bun Dem After Hours EP,2011,213696,1,0.556,0.881,7,-2.224,1,0.082,0.00119,0,0.0709,0.337,104.973,61
Rock 'n' Roll (Will Take You to the Mountain),Skrillex,Scary Monsters and Nice Sprites EP,2014,284130,4,0.713,0.971,0,-1.264,1,0.381,0.00228,0.0000205,0.242,0.676,128.064,51
Ruffneck - Full Flex,Skrillex,More Monsters and Sprites EP,2011,226285,4,0.646,0.97,5,-1.64,1,0.129,0.000244,0.00483,0.0668,0.325,140.145,48
Scary Monsters and Nice Sprites,Skrillex,Scary Monsters and Nice Sprites EP,2010,243353,4,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,58
Summit (feat. Ellie Goulding),Skrillex,Bangarang EP,2011,373986,4,0.692,0.773,6,-3.739,1,0.0359,0.226,0.0104,0.108,0.486,139.989,56
"With You, Friends (Long Drive)",Skrillex,Scary Monsters and Nice Sprites EP,2010,389023,4,0.366,0.572,2,-4.748,1,0.0377,0.343,0.00895,0.186,0.356,119.938,39
Back To U,SLANDER,Back To U,2019,214400,4,0.586,0.499,4,-6.627,1,0.049,0.645,0,0.109,0.272,149.79,57
Love Is Gone - Acoustic,SLANDER,Love Is Gone (Acoustic),2020,176971,4,0.541,0.153,6,-10.654,1,0.0303,0.882,0.00000166,0.16,0.359,139.644,75
Potions - SLANDER & Bossfight Remix,SLANDER,Potions (SLANDER & Bossfight Remix),2020,238800,4,0.437,0.753,8,-4.738,1,0.0567,0.00441,0.000494,0.367,0.129,149.943,27
Running To You,SLANDER,Running To You,2019,300850,4,0.465,0.855,4,-2.429,0,0.0615,0.00804,0.000368,0.0749,0.0909,149.941,39
Superhuman,SLANDER,Superhuman,2019,268611,4,0.569,0.727,7,-6.415,1,0.0437,0.028,0,0.949,0.16,127.908,53
All I Need,Slushii,All I Need,2019,225750,4,0.82,0.948,4,-3.154,1,0.092,0.00374,0.943,0.068,0.551,123.991,52
Dreaming of You,Slushii,Dreaming of You,2018,183272,4,0.456,0.92,7,-1.564,1,0.169,0.0152,0.000164,0.045,0.484,164.858,30
Level Up,Slushii,Find Your Wings,2018,202554,4,0.733,0.785,3,-2.446,0,0.25,0.00393,0.317,0.0611,0.539,150.037,29
LUV U NEED U,Slushii,LUV U NEED U,2018,146709,4,0.774,0.81,1,-2.984,0,0.0734,0.186,0.00949,0.0261,0.975,146.95,49
Melting over You,Slushii,Out of Light,2018,188044,4,0.698,0.86,4,-3.21,1,0.0435,0.139,0.00233,0.215,0.352,95.02,23
We’re Falling,Slushii,Blow The Socket,2019,174677,4,0.611,0.908,4,-6.575,1,0.0332,0.135,0.843,0.327,0.531,124.001,0
Show Me Love (feat. Robin S) - Radio Edit,Steve Angello,Show Me Love (feat. Robin S),2011,185613,4,0.658,0.854,5,-4.167,1,0.0533,0.495,0,0.122,0.578,129.971,51
Stockholm Skies (feat. Tom Taped & Alex Aris),Steve Angello,Wild Youth,2014,273440,4,0.559,0.759,10,-5.866,1,0.0394,0.0172,0.00558,0.158,0.145,128.001,30
Be Somebody (feat. Kiiara),Steve Aoki,Neon Future III,2019,198281,4,0.698,0.875,11,-4.665,1,0.0824,0.00557,0.00000188,0.0618,0.39,115.012,33
Boneless,Steve Aoki,Boneless,2012,270000,4,0.743,0.962,11,-3.205,0,0.0626,0.00436,0.643,0.351,0.648,127.995,57
Delirious (Boneless) (feat. Kid Ink),Steve Aoki,Neon Future I,2013,223413,4,0.706,0.912,8,-4.44,0,0.0565,0.0195,0,0.232,0.925,128.004,58
Just Hold On,Steve Aoki,Neon Future III,2016,198774,4,0.647,0.932,11,-3.515,1,0.0824,0.00383,0.0000015,0.0574,0.374,114.991,55
Pretender (feat. Lil Yachty & AJR),Steve Aoki,Neon Future III,2022,188737,4,0.637,0.778,5,-3.642,0,0.0706,0.0248,0,0.228,0.286,103.093,47
Waste It On Me (feat. BTS),Steve Aoki,Neon Future III,2018,192536,4,0.669,0.684,7,-4.595,1,0.0585,0.252,0,0.72,0.466,96.097,60
Antidote - Swedish House Mafia Dub,Swedish House Mafia,Antidote,2013,374124,4,0.641,0.902,0,-6.061,1,0.0839,0.000623,0.88,0.0618,0.608,128.011,21
Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,2012,212862,4,0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,81
Greyhound,Swedish House Mafia,Until Now,2012,410096,4,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,61
Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,Paradise Again,2022,214071,4,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,76
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,Disc-Overy,2010,206460,4,0.736,0.929,7,-5.89,0,0.0674,0.00237,0.0000111,0.402,0.658,125.03,46
One - Radio Edit,Swedish House Mafia,One (Your Name),2012,169920,4,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,60
Save The World,Swedish House Mafia,Save The World,2011,213337,4,0.507,0.665,0,-7.598,1,0.0474,0.0144,0,0.0759,0.4,126.879,65
Adieu,Tchami,Adieu,2021,413333,4,0.717,0.747,11,-4.932,0,0.0409,0.0467,0.635,0.0772,0.335,125.983,54
After Life (feat. Stacy Barthe),Tchami,After Life (feat. Stacy Barthe),2014,293333,4,0.604,0.903,0,-4.231,1,0.0449,0.000176,0.53,0.0586,0.078,125.989,46
Missing You (feat. AC Slater & Kaleem Taylor),Tchami,Missing You (feat. AC Slater & Kaleem Taylor),2018,313700,4,0.764,0.894,8,-3.996,1,0.0564,0.00273,0.00899,0.0525,0.679,126.996,35
N9,Tchami,N9,2014,225000,4,0.596,0.987,11,-5.591,1,0.178,0.000207,0.387,0.304,0.0583,128.002,51
Prophecy,Tchami,Prophecy,2014,278400,4,0.765,0.824,2,-1.957,1,0.0487,0.0052,0.775,0.0627,0.235,125.006,37
Rainforest,Tchami,Rainforest,2015,228571,4,0.747,0.898,8,-5.206,0,0.221,0.0302,0.0321,0.0897,0.479,126.049,30
SIAW,Tchami,House Of Bliss,2019,274285,4,0.805,0.84,1,-4.527,1,0.102,0.00172,0.52,0.0751,0.411,126.019,29
Untrue,Tchami,Untrue,2018,250413,4,0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028,38
World To Me,Tchami,World To Me,2016,302950,4,0.719,0.72,11,-4.799,1,0.049,0.00283,0.00698,0.0962,0.628,122.015,29
Closer,The Chainsmokers,Closer,2016,244960,4,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,84
Don't Let Me Down,The Chainsmokers,Don't Let Me Down,2016,208373,4,0.533,0.869,11,-5.093,1,0.173,0.156,0.00538,0.136,0.425,159.805,81
Let You Go - Radio Edit,The Chainsmokers,Let You Go (Radio Edit),2016,218973,4,0.598,0.882,5,-2.894,1,0.0954,0.27,0,0.0793,0.25,125.979,49
Paris,The Chainsmokers,Memories...Do Not Open,2017,221506,4,0.653,0.658,2,-6.428,1,0.0304,0.0215,0.00000166,0.0939,0.219,99.99,73
Roses,The Chainsmokers,Roses,2015,226738,4,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,73
Sick Boy,The Chainsmokers,Sick Boy,2018,193200,4,0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,63
Side Effects,The Chainsmokers,Sick Boy,2018,172746,4,0.669,0.711,8,-6.758,1,0.033,0.00217,0,0.466,0.544,110.01,54
Something Just Like This,The Chainsmokers,Memories...Do Not Open,2017,247160,4,0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0000144,0.164,0.446,103.019,88
Takeaway,The Chainsmokers,World War Joy,2019,209880,4,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,68
Who Do You Love,The Chainsmokers,World War Joy,2019,226733,4,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,66
Block Rockin' Beats,The Chemical Brothers,Dig Your Own Hole,1997,313666,4,0.558,0.982,10,-3.125,0,0.063,0.0227,0.522,0.117,0.69,109.369,49
Do It Again,The Chemical Brothers,We Are The Night,2004,332973,4,0.867,0.714,4,-5.144,1,0.0662,0.0224,0.704,0.104,0.623,123.974,48
Galvanize,The Chemical Brothers,Push The Button,2005,393813,4,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,62
Go,The Chemical Brothers,Born In The Echoes,2005,260696,4,0.751,0.897,1,-3.598,1,0.0468,0.00957,0.0000288,0.329,0.482,119.97,46
Hey Boy Hey Girl,The Chemical Brothers,Surrender,2002,290493,4,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,63
Leave Home,The Chemical Brothers,Exit Planet Dust,1995,332788,4,0.626,0.848,2,-8.691,1,0.0431,0.0123,0.798,0.695,0.611,108.012,49
Setting Sun,The Chemical Brothers,Dig Your Own Hole,1996,328733,4,0.446,0.995,6,-1.169,1,0.223,0.000738,0.13,0.354,0.248,135.041,41
Star Guitar,The Chemical Brothers,Come With Us,2002,387173,4,0.492,0.956,5,-4.186,1,0.0472,0.00892,0.872,0.288,0.36,126.968,48
The Salmon Dance,The Chemical Brothers,We Are The Night,2007,220226,4,0.863,0.736,0,-6.888,1,0.0439,0.0421,0.0000503,0.0968,0.739,124.013,52
Wide Open,The Chemical Brothers,Born In The Echoes,2015,354603,4,0.607,0.593,7,-9.291,1,0.0259,0.102,0.32,0.183,0.207,124.014,42
Drive It Like You Stole It,The Glitch Mob,Drink the Sea,2014,356453,4,0.608,0.68,5,-8.953,0,0.0818,0.106,0.934,0.31,0.419,85.962,41
Eeze Up,The Glitch Mob,Eeze Up,2014,204053,4,0.79,0.796,1,-4.225,1,0.228,0.000538,0.547,0.0874,0.591,155.057,43
Fortune Days,The Glitch Mob,Drink the Sea,2010,382813,4,0.598,0.67,1,-9.205,0,0.095,0.383,0.805,0.0781,0.189,104.964,49
Mind of a Beast,The Glitch Mob,Love Death Immortality,2010,256982,4,0.473,0.955,1,-4.812,1,0.054,2.72E-05,0.902,0.0627,0.259,144.013,37
Breathe,The Prodigy,The Fat of the Land,1997,336280,4,0.673,0.808,9,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,52
Charly,The Prodigy,Charly,1991,239133,4,0.694,0.79,1,-12.876,1,0.0532,0.0038,0.0212,0.329,0.402,131.009,38
Diesel Power,The Prodigy,The Fat of the Land,1997,257600,4,0.725,0.877,0,-3.496,1,0.0646,0.068,0.0000365,0.09,0.0976,105.921,37
Firestarter,The Prodigy,The Fat of the Land,1996,279800,4,0.545,0.948,11,-5.098,1,0.0779,0.00335,0.364,0.226,0.355,141.507,51
No Good (Start the Dance),The Prodigy,Music for the Jilted Generation,1994,379906,4,0.642,0.996,5,-4.343,0,0.0557,0.00662,0.75,0.181,0.161,144.993,35
Omen,The Prodigy,Invaders Must Die,1994,216026,4,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,60
Out of Space,The Prodigy,Experience,1992,302106,4,0.652,0.944,9,-4.804,1,0.0515,0.00225,0.276,0.103,0.454,147.078,61
Poison,The Prodigy,Music for the Jilted Generation,1995,402466,4,0.56,0.95,11,-5.99,0,0.129,0.0498,0.0864,0.124,0.228,103.993,29
Smack My Bitch Up,The Prodigy,The Fat of the Land,1997,343386,4,0.604,0.995,10,-3.641,0,0.164,0.00306,0.626,0.109,0.262,136.216,50
Voodoo People,The Prodigy,Music for the Jilted Generation,1994,387066,4,0.664,0.998,6,-5.86,0,0.0642,0.00128,0.466,0.287,0.37,149.002,38
Adagio For Strings,Tiësto,Just Be,2015,443426,4,0.604,0.939,10,-7.49,0,0.0544,0.0102,0.698,0.0723,0.205,139.975,57
Don't Be Shy,Tiësto,Don't Be Shy,2021,140500,4,0.77,0.787,11,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,74
Jackie Chan,Tiësto,Jackie Chan,2018,215759,4,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,70
Lethal Industry,Tiësto,In My Memory,2001,405920,4,0.581,0.879,4,-9.845,0,0.057,6.62E-06,0.852,0.0848,0.0399,135.026,45
Red Lights,Tiësto,A Town Called Paradise,2013,262200,4,0.654,0.83,10,-4.801,1,0.0366,0.000629,0.00000113,0.121,0.548,124.989,64
Secrets,Tiësto,"Club Life, Vol. 4 - New York City",2014,250946,4,0.648,0.812,11,-7.585,0,0.0414,0.000329,0.0369,0.0857,0.122,128.178,63
Summer Nights - Tiësto’s Deep House Remix,Tiësto,Summer Nights (Tiësto’s Deep House Remix),2016,192096,4,0.61,0.885,5,-3.929,0,0.055,0.0102,0,0.393,0.464,123.989,32
The Business,Tiësto,The Business,2020,164000,4,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,74
Wasted,Tiësto,A Town Called Paradise (Deluxe),2015,190013,4,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,61
Anchor - Noisestorm Remix,Tritonal,Anchor (Remixes),2015,242823,4,0.342,0.691,5,-2.905,0,0.0329,0.000674,0.0000333,0.26,0.665,175.272,39
Blackout,Tritonal,Blackout,2019,211690,4,0.529,0.739,7,-2.62,0,0.0301,0.233,0.000815,0.112,0.183,141.889,30
From The Inside,Tritonal,From The Inside,2017,217377,4,0.587,0.753,4,-6.066,1,0.0419,0.279,0.000133,0.238,0.463,122.068,41
GAMMA GAMMA - Brillz Remix,Tritonal,GAMMA GAMMA (Remixes),2012,270857,4,0.462,0.987,6,-3.62,1,0.132,0.000283,0.107,0.17,0.264,139.957,16
Good Thing,Tritonal,Good Thing,2016,202314,4,0.679,0.77,7,-3.405,1,0.0364,0.487,0,0.292,0.657,121.051,30
Hung Up,Tritonal,Hung Up,2013,220000,4,0.443,0.726,7,-3.745,1,0.167,0.416,0,0.369,0.37,119.824,36
Medicine (Tritonia 487) [Tritonal Throwback],Tritonal,Tritonia 487,2021,298581,4,0.502,0.893,7,-4.577,1,0.0559,0.522,0.0105,0.338,0.518,147.952,34
Satellite - Instrumental Mix,Tritonal,Tritonia - Chapter 001,2011,254250,4,0.513,0.769,10,-4.45,0,0.0396,0.0984,0.0000383,0.266,0.174,128.07,12
Something New (Tritonia 469) [Tritonal Throwback] - Club Mix,Tritonal,Tritonia 469,2016,354090,4,0.642,0.625,3,-8.943,0,0.0396,0.00175,0.0142,0.477,0.223,132.024,12
Angels (feat. Kat Nestel) - Radio Edit,Vicetone,Angels (feat. Kat Nestel),2015,214325,4,0.527,0.846,1,-3.721,0,0.121,0.0335,0.000133,0.144,0.554,128.026,55
Animal,Vicetone,Legacy,2013,197661,4,0.601,0.916,4,-2.155,0,0.0318,0.0248,0.00124,0.362,0.14,123.991,56
Catch Me,Vicetone,Catch Me,2015,192611,4,0.648,0.91,9,-3.459,0,0.0532,0.0101,0.00702,0.387,0.867,126.003,20
I Hear You,Vicetone,I Hear You,2019,158894,4,0.541,0.751,8,-3.093,0,0.0747,0.233,0.000862,0.12,0.422,118.035,37
Nevada,Vicetone,Nevada,2016,208561,4,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,70
No Way Out (feat. Kat Nestel) - Radio Edit,Vicetone,No Way Out (feat. Kat Nestel),2016,206814,4,0.576,0.864,0,-4.287,0,0.0527,0.0832,0,0.241,0.425,126.021,39
Stars,Vicetone,Stars,2016,238125,4,0.538,0.749,4,-2.922,0,0.0359,0.0626,0,0.436,0.0855,128.002,26
United We Dance - Vicetone Edit,Vicetone,United We Dance (New Mixes),2018,255483,4,0.594,0.65,10,-5.073,1,0.0404,0.014,0.0142,0.267,0.106,126,38
Waiting,Vicetone,Waiting,2019,205714,4,0.651,0.7,1,-4.264,0,0.0318,0.352,0,0.061,0.214,104.964,59
Energy Drink,Virtual Riot,The Classics,2018,303777,4,0.817,0.927,7,-4.119,0,0.22,0.0477,0.0563,0.102,0.443,128.029,44
Lost It - VIP,Virtual Riot,Lost It,2018,266322,4,0.635,0.947,10,-1.919,0,0.123,0.0233,0.0541,0.126,0.593,155.01,42
Showdown,Virtual Riot,Chemistry EP,2016,242400,4,0.562,0.955,11,-4.67,0,0.368,0.0103,0.0592,0.283,0.197,149.996,15
The Darkest Night,Virtual Riot,German Engineering EP,2018,248432,4,0.451,0.663,9,-8.036,0,0.121,0.0497,0.578,0.271,0.111,143.75,21
Touhou Riddim - Subtronics Remix,Virtual Riot,Simulation - The DLC,2020,208551,4,0.597,0.988,6,-1.494,1,0.587,0.041,0.0911,0.134,0.317,72.454,39
Automatic,Wolfgang Gartner,Automatic,2009,213458,4,0.673,0.819,8,-5.174,0,0.158,0.00847,0.0011,0.206,0.349,174.027,29
Feel Right,Wolfgang Gartner,10 Ways To Steal Home Plate,2015,195761,4,0.428,0.885,9,-4.101,1,0.0527,0.00635,0,0.0924,0.0762,127.927,32
Flexx - Radio Edit,Wolfgang Gartner,Flexx,2011,206733,4,0.596,0.956,1,-3.176,1,0.103,0.000502,0.0000412,0.312,0.058,128.969,18
Hurricane Slurricane,Wolfgang Gartner,10 Ways To Steal Home Plate,2017,176591,4,0.734,0.879,4,-3.853,1,0.0802,0.00227,0.00000197,0.497,0.607,116.995,15
Illmerica,Wolfgang Gartner,Weekend In America,2010,337800,5,0.624,0.718,2,-4.495,0,0.0458,0.000363,0.00519,0.328,0.145,129.031,39
Love & War,Wolfgang Gartner,Love & War,2013,371306,4,0.46,0.799,6,-4.913,1,0.0516,2.2E-05,0.00296,0.075,0.239,127.98,18
Space Junk,Wolfgang Gartner,Weekend In America,2011,208666,4,0.589,0.859,1,-4.674,0,0.177,5.17E-05,0.1,0.0592,0.0528,129.497,21
DJ Turn It Up,Yellow Claw,Amsterdam Twerk Music,2016,211776,4,0.829,0.695,1,-5.561,1,0.0473,0.000956,0.178,0.112,0.369,102.018,61
In My Room (feat. Ty Dolla $ign & Tyga),Yellow Claw,Blood For Mercy,2015,168641,4,0.745,0.869,6,-4.375,1,0.0444,0.00193,0,0.0799,0.814,104.015,49
Love & War - Yellow Claw G-Funk Remix,Yellow Claw,"Los Amsterdam (Remixes, Pt. 1)",2014,115546,4,0.725,0.74,8,-5.08,1,0.0323,0.00156,0.000464,0.338,0.827,92.978,58
Public Enemy,Yellow Claw,New Blood,2015,225624,4,0.576,0.968,6,-2.078,0,0.0554,1.48E-05,0.345,0.689,0.261,150.018,37
Shotgun,Yellow Claw,Shotgun,2018,193659,4,0.656,0.908,4,-3.195,0,0.0327,0.0114,0.212,0.17,0.232,144.983,51
Till It Hurts,Yellow Claw,Till It Hurts,2016,188680,4,0.547,0.886,8,-4.017,1,0.0308,0.000619,0.000232,0.193,0.294,145.055,44
Beautiful Now,Zedd,True Colors,2015,218293,4,0.628,0.832,11,-4.126,0,0.0282,0.0079,0.0000146,0.074,0.56,128.003,67
Clarity,Zedd,Clarity,2012,271426,4,0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,74
Find You,Zedd,Divergent: Original Motion Picture Soundtrack,2014,203306,4,0.537,0.759,3,-5.622,1,0.0444,0.0267,0,0.0947,0.377,127.973,49
Get Low (with Liam Payne),Zedd,Get Low (with Liam Payne),2019,204583,4,0.718,0.926,1,-3.511,1,0.0494,0.027,0.0000176,0.0513,0.54,108.018,53
Happy Now,Zedd,Happy Now,2019,207029,3,0.503,0.741,4,-5.128,1,0.047,0.579,0.00000149,0.0712,0.458,88.335,63
Happy Now,Zedd,Happy Now,2019,207029,3,0.503,0.741,4,-5.128,1,0.047,0.579,0.00000149,0.0712,0.458,88.335,63
I Want You To Know,Zedd,True Colors,2015,240000,4,0.579,0.846,9,-2.876,0,0.0574,0.00537,0.00000688,0.145,0.367,129.999,64
Spectrum,Zedd,Clarity,2011,243413,4,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,59
Stay,Zedd,Stay,2016,210090,4,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,74
The Middle,Zedd,The Middle,2017,184732,4,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,78
Adrenaline,Zeds Dead,Adrenaline,2018,212560,4,0.594,0.807,9,-4.973,1,0.199,0.000867,0.000147,0.33,0.485,140.249,27
Alive,Zeds Dead,Alive,2018,197388,4,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,55
Collapse (feat. Memorecks),Zeds Dead,Somewhere Else,2016,284444,4,0.45,0.756,1,-6.307,0,0.0389,0.108,0.0205,0.0762,0.268,135.102,45
In The Beginning,Zeds Dead,Adrenaline,2013,229290,4,0.677,0.849,1,-5.619,1,0.0848,0.00682,0.267,0.121,0.0586,140.027,34
Lost You (feat. Twin Shadow & D'Angelo Lacy),Zeds Dead,Lost You (feat. Twin Shadow & D'Angelo Lacy),2020,218312,4,0.736,0.882,11,-4.285,0,0.0398,0.0833,0.000349,0.354,0.517,126.012,47
Rude Boy,Zeds Dead,Rude Boy,2012,164575,4,0.568,0.858,11,-2.442,0,0.307,0.0308,0.778,0.108,0.453,139.795,37
You Know - Radio Edit,Zeds Dead,You Know,2015,197429,4,0.672,0.843,4,-6.513,0,0.0365,0.0327,0.736,0.132,0.473,123.994,38
